timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,speed_status,temp_status,psi_status,speed_trend,temp_trend,psi_trend,overall_health,alerts
1779521973.255,77.3,89.1,32.2,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521974.255,81.2,89.1,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521975.256,79.9,91.3,32.2,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521976.257,81.0,90.6,31.6,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521977.258,77.3,89.7,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521978.259,78.2,90.6,32.2,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521979.26,82.9,90.1,31.8,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779521980.261,79.2,89.7,32.0,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779521981.262,80.4,91.1,31.8,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521982.263,81.5,90.1,31.6,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521983.263,80.7,88.7,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521984.263,77.9,89.2,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521985.263,80.3,91.5,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521986.264,79.6,89.1,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521987.264,82.8,89.4,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521988.264,79.7,90.8,32.1,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779521989.265,78.6,89.5,31.9,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521990.266,82.4,88.9,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521991.266,80.7,88.7,31.8,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,EXCELLENT,NONE
1779521992.267,77.8,90.3,32.1,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,EXCELLENT,NONE
1779521993.268,81.6,89.9,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521994.268,77.7,90.7,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521995.269,77.1,89.0,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521996.27,77.0,91.0,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779521997.271,78.8,89.9,32.2,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779521998.272,80.9,91.4,32.2,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779521999.273,80.8,89.0,32.3,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779522000.274,81.4,88.5,32.4,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779522001.275,79.4,89.7,31.6,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779522002.276,77.4,88.8,32.1,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779522003.277,81.4,89.9,32.3,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779522004.278,82.4,90.0,31.8,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522005.279,78.0,91.4,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522006.28,79.1,90.5,31.8,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522007.281,82.3,89.4,32.4,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779522008.282,79.0,89.1,32.0,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779522009.283,78.4,91.0,32.2,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522010.284,82.7,91.4,31.9,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779522011.285,78.1,91.5,32.1,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779522012.286,77.1,91.3,32.3,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,EXCELLENT,NONE
1779522013.287,82.6,89.0,31.7,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,EXCELLENT,NONE
1779522014.288,79.4,89.4,31.7,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,NONE
1779522015.288,79.6,89.9,31.9,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522016.289,80.3,90.3,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522017.29,81.2,89.0,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522018.291,80.0,90.1,32.0,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,NONE
1779522019.292,83.0,88.8,31.9,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779522020.293,79.4,89.9,31.9,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522021.294,81.0,89.0,32.0,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,EXCELLENT,NONE
1779522022.295,78.6,90.8,31.9,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,EXCELLENT,NONE
1779522023.296,78.5,90.4,32.1,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,EXCELLENT,NONE
1779522024.296,78.0,90.8,31.8,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522025.297,78.6,90.7,31.6,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779522026.297,80.8,148.9,32.3,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522027.298,82.1,149.3,31.6,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522028.299,80.1,149.3,31.6,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522029.3,81.8,148.7,32.0,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522030.3,79.1,150.0,31.7,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522031.3,82.6,149.5,31.9,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522032.301,77.2,148.7,32.3,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522033.301,79.0,148.7,32.3,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522034.303,79.8,150.3,31.9,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522035.304,79.8,150.5,32.0,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522036.305,78.1,151.3,32.4,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522037.306,79.1,148.9,32.0,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522038.307,77.2,149.9,31.7,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522039.309,80.3,148.6,31.9,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522040.31,82.0,149.4,31.8,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522041.311,81.2,148.9,32.3,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522042.312,78.7,150.1,31.8,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522043.313,79.9,150.7,31.7,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522044.314,77.3,150.2,32.1,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779522045.315,80.1,149.5,32.2,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522046.315,80.7,149.6,31.8,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522047.315,79.7,149.4,32.2,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522048.317,79.3,149.6,31.7,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522049.318,78.1,148.8,31.9,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522050.319,79.9,149.7,31.7,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522051.32,81.6,149.7,32.4,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522052.321,77.8,148.9,32.3,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522053.321,82.0,150.8,31.7,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522054.322,79.5,149.7,31.7,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522055.322,77.7,148.6,31.7,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522056.323,80.3,151.3,31.8,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522057.324,80.8,150.4,31.6,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522058.325,83.0,149.8,31.9,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522059.326,79.9,151.4,32.2,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522060.326,80.9,150.6,31.8,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522061.327,82.0,148.8,31.8,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522062.328,79.5,151.1,32.2,optimal,danger,optimal,↑ increasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522063.328,82.9,150.9,31.8,optimal,danger,optimal,↑ increasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522064.33,78.5,151.5,32.3,optimal,danger,optimal,↑ increasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522065.331,77.8,151.5,32.1,optimal,danger,optimal,↑ increasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522066.332,78.0,151.0,32.3,optimal,danger,optimal,↑ increasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522067.333,78.2,149.0,31.7,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522068.333,78.0,148.9,31.7,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522069.334,80.7,150.6,32.3,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522070.334,82.3,149.0,31.8,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522071.335,80.6,148.9,31.9,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522072.336,79.9,150.5,32.0,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522073.337,80.9,148.8,32.0,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522074.339,82.4,149.8,31.7,optimal,danger,optimal,↓ decreasing,↓ decreasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522075.338,78.7,150.6,31.7,optimal,danger,optimal,↓ decreasing,↓ decreasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522076.338,79.7,149.1,31.9,optimal,danger,optimal,→ stable,↓ decreasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522077.339,81.9,150.3,32.0,optimal,danger,optimal,→ stable,↓ decreasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522078.339,80.2,150.3,31.7,optimal,danger,optimal,↑ increasing,↓ decreasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522079.34,77.7,151.1,32.0,optimal,danger,optimal,↑ increasing,↓ decreasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522080.341,77.7,151.4,32.3,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522081.341,82.5,149.3,32.1,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522082.342,78.2,151.4,31.9,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522083.343,77.4,149.5,32.0,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522084.344,79.9,149.6,32.2,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522085.345,82.5,149.1,32.0,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522086.346,81.5,150.7,32.1,optimal,danger,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522087.347,79.6,150.4,32.1,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522088.347,77.9,150.2,32.0,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522089.349,77.4,150.8,31.7,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522090.35,78.6,150.3,31.7,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522091.351,81.6,149.8,32.3,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522092.351,82.2,150.6,31.9,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522093.352,80.8,148.8,32.1,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522094.353,77.0,150.1,32.0,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522095.354,79.2,150.2,31.7,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522096.355,82.6,150.3,32.3,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522097.356,81.1,149.0,32.3,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522098.355,82.6,150.0,32.4,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522099.356,77.5,150.8,31.7,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522100.356,81.0,150.5,32.3,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522101.356,79.2,151.2,32.2,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522102.357,82.4,150.3,31.9,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522103.358,79.6,151.3,31.9,optimal,danger,optimal,→ stable,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
1779522104.359,81.2,149.9,32.3,optimal,danger,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,🔥 OVERHEATING: Engine temperature critical
