timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,speed_status,temp_status,psi_status,speed_trend,temp_trend,psi_trend,overall_health,health_status,emergency,contradictions,tire_speed_risk,temp_correlation_penalty,alerts
1779630044.753,79.6,89.3,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.2,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779630045.753,78.6,90.5,31.9,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.5,✅ EXCELLENT,False,NONE,3.5,0,NONE
1779630046.755,77.2,91.1,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.7,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779630047.756,79.9,88.9,32.1,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.7,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779630048.757,81.5,88.9,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.5,✅ EXCELLENT,False,NONE,3.5,0,NONE
1779630049.757,78.2,89.3,31.8,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.6,0,NONE
1779630050.758,82.8,90.2,31.7,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,96.1,✅ EXCELLENT,False,NONE,3.9,0,NONE
1779630051.759,80.0,89.1,32.2,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,96.8,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779630052.759,81.0,89.9,31.7,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,96.2,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779630053.76,77.4,89.4,32.0,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,96.7,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779630054.76,78.7,90.4,31.6,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.2,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779630055.762,82.3,91.1,31.8,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.2,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779630056.763,78.6,89.6,32.3,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,97.0,✅ EXCELLENT,False,NONE,3.0,0,NONE
1779630057.763,77.1,89.2,32.1,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,96.8,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779630058.764,81.9,91.1,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.5,✅ EXCELLENT,False,NONE,3.5,0,NONE
1779630059.766,77.4,90.4,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.6,0,NONE
1779630060.767,78.9,88.8,32.2,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.8,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779630061.769,82.8,91.2,31.8,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.2,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779630062.77,77.7,91.0,31.8,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.6,0,NONE
1779630063.771,77.5,89.1,31.7,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,96.3,✅ EXCELLENT,False,NONE,3.7,0,NONE
1779630064.772,81.7,89.7,31.6,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.0,✅ EXCELLENT,False,NONE,4.0,0,NONE
1779630065.773,80.9,89.0,32.1,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.6,✅ EXCELLENT,False,NONE,3.4,0,NONE
1779630066.773,82.3,89.9,32.2,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.7,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779630067.774,80.8,90.9,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.9,✅ EXCELLENT,False,NONE,3.1,0,NONE
1779630068.774,78.9,89.0,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,97.0,✅ EXCELLENT,False,NONE,3.0,0,NONE
1779630069.775,78.4,89.6,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,97.0,✅ EXCELLENT,False,NONE,3.0,0,NONE
1779630070.776,79.7,90.0,31.9,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,96.5,✅ EXCELLENT,False,NONE,3.5,0,NONE
1779630071.778,82.9,89.7,32.2,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.7,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779630072.778,81.7,90.9,31.9,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.6,0,NONE
1779630073.78,81.5,91.1,32.1,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,96.6,✅ EXCELLENT,False,NONE,3.4,0,NONE
1779630074.783,79.6,88.6,32.1,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,96.7,✅ EXCELLENT,False,NONE,3.3,0,NONE
