timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,speed_status,temp_status,psi_status,speed_trend,temp_trend,psi_trend,overall_health,health_status,emergency,contradictions,tire_speed_risk,temp_correlation_penalty,alerts
1779676460.047,79.6,90.1,32.3,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,96.9,✅ EXCELLENT,False,NONE,3.1,0,NONE
1779676461.048,78.5,89.8,32.2,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.9,✅ EXCELLENT,False,NONE,3.1,0,NONE
1779676462.049,80.5,90.0,32.0,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,96.5,✅ EXCELLENT,False,NONE,3.5,0,NONE
1779676463.05,82.4,91.1,32.2,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,96.7,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779676464.05,81.1,90.5,31.9,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.6,0,NONE
1779676465.051,78.1,91.2,32.1,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.8,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779676466.052,78.6,90.0,31.6,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.2,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779676467.053,80.4,89.7,32.0,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.6,✅ EXCELLENT,False,NONE,3.4,0,NONE
1779676468.054,81.3,88.6,32.0,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.5,✅ EXCELLENT,False,NONE,3.5,0,NONE
1779676469.054,79.0,89.8,31.6,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.2,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779676470.055,80.6,89.3,32.2,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.8,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779676471.056,80.0,89.2,32.2,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.8,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779676472.057,83.0,90.8,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.1,✅ EXCELLENT,False,NONE,3.9,0,NONE
1779676473.057,299.4,90.3,32.0,danger,optimal,optimal,↑ increasing,→ stable,→ stable,69.7,🟢 GOOD,False,NONE,12.8,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676474.058,297.2,91.2,31.9,danger,optimal,optimal,↑ increasing,→ stable,→ stable,69.5,🟢 GOOD,False,NONE,13.2,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676475.058,297.9,89.3,32.4,danger,optimal,optimal,↑ increasing,→ stable,→ stable,70.1,🟢 GOOD,False,NONE,11.1,1.1,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676476.059,301.7,89.2,32.2,danger,optimal,optimal,↑ increasing,↓ decreasing,→ stable,69.2,🟢 GOOD,False,NONE,12.0,1.2,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676477.059,300.3,89.8,32.3,danger,optimal,optimal,↑ increasing,→ stable,→ stable,70.4,🟢 GOOD,False,NONE,11.6,0.3,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676478.06,302.3,90.8,32.4,danger,optimal,optimal,↑ increasing,→ stable,→ stable,71.1,🟢 GOOD,False,NONE,11.1,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676479.06,301.1,90.3,31.9,danger,optimal,optimal,↑ increasing,→ stable,→ stable,69.4,🟢 GOOD,False,NONE,13.3,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676480.061,297.6,90.3,32.2,danger,optimal,optimal,↑ increasing,→ stable,→ stable,70.5,🟢 GOOD,False,NONE,11.9,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676481.063,298.6,91.3,31.7,danger,optimal,optimal,↑ increasing,→ stable,→ stable,68.7,🟢 GOOD,False,NONE,14.1,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676482.064,297.2,88.9,32.3,danger,optimal,optimal,↑ increasing,→ stable,→ stable,69.2,🟢 GOOD,False,NONE,11.5,1.6,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676483.065,298.1,88.6,32.3,danger,optimal,optimal,↑ increasing,→ stable,→ stable,68.7,🟢 GOOD,False,NONE,11.5,2.1,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676484.066,301.5,90.7,32.1,danger,optimal,optimal,↑ increasing,→ stable,→ stable,70.1,🟢 GOOD,False,NONE,12.4,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676485.067,300.0,91.3,31.8,danger,optimal,optimal,↑ increasing,→ stable,→ stable,69.0,🟢 GOOD,False,NONE,13.7,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676486.068,301.4,90.6,32.4,danger,optimal,optimal,↑ increasing,↑ increasing,→ stable,71.1,🟢 GOOD,False,NONE,11.1,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676487.068,298.9,90.4,31.9,danger,optimal,optimal,↑ increasing,↑ increasing,→ stable,69.4,🟢 GOOD,False,NONE,13.2,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676488.068,297.2,91.3,32.2,danger,optimal,optimal,↑ increasing,→ stable,→ stable,70.5,🟢 GOOD,False,NONE,11.9,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676489.07,298.9,90.8,31.8,danger,optimal,optimal,↑ increasing,→ stable,→ stable,69.1,🟢 GOOD,False,NONE,13.7,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676490.071,297.7,90.1,32.4,danger,optimal,optimal,↑ increasing,→ stable,→ stable,71.2,🟢 GOOD,False,NONE,11.1,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676491.072,297.1,91.1,32.0,danger,optimal,optimal,↑ increasing,→ stable,→ stable,69.8,🟢 GOOD,False,NONE,12.7,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676492.072,299.7,89.2,32.2,danger,optimal,optimal,→ stable,→ stable,→ stable,69.2,🟢 GOOD,False,NONE,12.0,1.2,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676493.073,299.2,90.0,31.9,danger,optimal,optimal,→ stable,↑ increasing,→ stable,69.4,🟢 GOOD,False,NONE,13.3,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676494.073,298.0,89.6,31.9,danger,optimal,optimal,↓ decreasing,↑ increasing,→ stable,68.8,🟢 GOOD,False,NONE,13.2,0.6,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676495.074,302.8,88.8,31.7,danger,optimal,optimal,↓ decreasing,→ stable,→ stable,66.9,🟢 GOOD,False,NONE,14.1,1.8,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676496.075,297.5,90.9,31.9,danger,optimal,optimal,↓ decreasing,→ stable,→ stable,69.5,🟢 GOOD,False,NONE,13.2,0,⚠️ EXCESSIVE_SPEED: Vehicle speed exceeds safe limits
1779676497.076,11.3,89.0,32.0,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.5,✅ EXCELLENT,False,NONE,0.5,0,NONE
1779676498.076,10.4,91.0,31.7,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.5,✅ EXCELLENT,False,NONE,0.5,0,NONE
1779676499.078,15.2,90.9,31.8,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,0.7,0,NONE
1779676500.079,11.5,89.5,31.9,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.5,✅ EXCELLENT,False,NONE,0.5,0,NONE
1779676501.079,13.7,90.2,32.3,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.5,✅ EXCELLENT,False,NONE,0.5,0,NONE
1779676502.079,14.9,89.1,32.4,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,99.4,✅ EXCELLENT,False,NONE,0.6,0,NONE
1779676503.081,11.4,88.8,32.1,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,99.5,✅ EXCELLENT,False,NONE,0.5,0,NONE
1779676504.082,14.2,89.0,32.4,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,99.5,✅ EXCELLENT,False,NONE,0.5,0,NONE
1779676505.083,11.2,91.3,31.7,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.5,✅ EXCELLENT,False,NONE,0.5,0,NONE
1779676506.084,15.8,91.0,31.7,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,0.7,0,NONE
1779676507.085,15.1,89.7,31.7,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,0.7,0,NONE
1779676508.085,15.9,128.8,31.7,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,11.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE|RAPID_TEMP_SPIKE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|📈 WARNING: Rapid engine temperature spike detected|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676509.085,12.2,129.5,31.8,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,11.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE|RAPID_TEMP_SPIKE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|📈 WARNING: Rapid engine temperature spike detected|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676510.086,11.0,130.1,31.7,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,11.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE|RAPID_TEMP_SPIKE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|📈 WARNING: Rapid engine temperature spike detected|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676511.086,12.0,128.7,31.6,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,11.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE|RAPID_TEMP_SPIKE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|📈 WARNING: Rapid engine temperature spike detected|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676512.087,15.5,127.9,32.2,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676513.089,11.0,129.3,31.9,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676514.09,14.8,129.2,31.9,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676515.091,12.6,129.4,31.8,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676516.092,15.3,127.8,31.9,optimal,danger,optimal,↑ increasing,↑ increasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676517.093,15.1,127.9,31.6,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676518.093,10.6,128.2,31.6,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676519.094,13.5,129.0,31.7,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676520.094,11.6,129.1,31.7,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676521.095,15.7,128.2,32.2,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676522.095,14.1,129.1,31.8,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676523.095,15.6,129.1,31.7,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676524.096,10.1,129.4,31.7,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.7,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676525.096,11.8,127.9,32.2,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.7,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676526.096,15.9,128.6,32.0,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely|📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779676527.098,10.7,130.1,31.7,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676528.098,11.3,129.8,32.1,optimal,danger,optimal,→ stable,→ stable,→ stable,26.7,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676529.099,13.1,129.4,31.7,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676530.1,14.6,127.6,31.6,optimal,danger,optimal,→ stable,→ stable,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676531.101,10.9,128.9,31.9,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,26.7,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676532.103,15.9,128.3,32.0,optimal,danger,optimal,→ stable,→ stable,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676533.103,10.6,127.6,31.8,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,26.7,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676534.104,14.3,127.9,32.0,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676535.105,12.5,128.2,32.0,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676536.106,14.8,129.0,31.9,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676537.107,15.1,130.1,31.8,optimal,danger,optimal,→ stable,→ stable,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676538.109,12.5,128.2,32.3,optimal,danger,optimal,→ stable,↓ decreasing,→ stable,26.7,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676539.11,10.5,129.6,31.7,optimal,danger,optimal,→ stable,↓ decreasing,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676540.111,11.7,128.5,31.7,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676541.112,12.7,129.8,31.7,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676542.114,13.3,130.0,32.1,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676543.115,15.2,129.7,31.9,optimal,danger,optimal,↑ increasing,→ stable,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676544.116,13.7,128.1,31.8,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676545.116,13.4,129.5,31.9,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676546.117,11.8,129.4,31.6,optimal,danger,optimal,→ stable,↑ increasing,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676547.118,10.6,127.9,32.4,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,26.7,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.4,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676548.118,13.4,128.9,32.2,optimal,danger,optimal,↓ decreasing,↑ increasing,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676549.119,13.6,128.0,32.3,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676550.12,10.5,128.3,32.1,optimal,danger,optimal,→ stable,→ stable,→ stable,26.7,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.4,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676551.12,13.4,128.8,31.6,optimal,danger,optimal,→ stable,→ stable,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676552.122,15.9,129.4,32.3,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676553.122,11.8,129.8,31.9,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676554.123,13.4,128.8,32.3,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676555.124,10.6,130.2,31.7,optimal,danger,optimal,↓ decreasing,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.5,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676556.125,14.0,127.5,31.7,optimal,danger,optimal,→ stable,↓ decreasing,→ stable,26.5,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.7,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
1779676557.125,12.8,128.0,31.8,optimal,danger,optimal,→ stable,→ stable,→ stable,26.6,🚨 EMERGENCY,True,COOLING_SYSTEM_FAILURE,0.6,30,🔥 CRITICAL: Cooling system failure - Engine overheating at low speed|🔥 OVERHEATING: Engine temperature critical - Pull over safely
